timestamp,pos_x,pos_y,yaw,vel_linear,vel_angular,left_dist,right_dist,front_dist,steering_cmd,speed_cmd
5.287,17.679,-9.578,3.136,0.000,0.000,2.022,2.024,10.234,0.000,0.000
5.300,0.000,0.000,0.000,-0.000,-0.000,2.022,2.024,10.234,0.000,0.000
5.310,17.679,-9.578,3.136,0.000,0.000,2.022,2.024,10.234,0.000,0.000
5.320,0.000,0.000,0.000,-0.000,-0.000,2.024,2.026,10.232,0.000,0.000
5.321,17.679,-9.578,3.136,0.000,0.000,2.024,2.026,10.232,0.000,0.000
5.338,17.679,-9.578,3.136,0.000,0.000,2.024,2.026,10.232,0.000,0.000
5.340,0.000,0.000,0.000,-0.000,-0.000,2.024,2.026,10.232,0.000,0.000
5.355,17.679,-9.578,3.136,0.000,0.000,2.024,2.026,10.232,0.000,0.000
5.361,0.000,0.000,0.000,-0.000,-0.000,2.024,2.026,10.232,0.000,0.000
5.372,17.679,-9.578,3.136,0.000,0.000,2.024,2.026,10.232,0.000,0.000
5.380,0.000,0.000,0.000,0.018,0.000,2.024,2.026,10.232,0.005,0.500
5.389,17.679,-9.578,3.136,0.033,0.000,2.024,2.026,10.232,0.005,0.500
5.399,0.001,0.000,0.000,0.078,0.000,2.024,2.026,10.232,0.005,0.500
5.406,17.677,-9.578,3.136,0.082,0.000,2.024,2.026,10.232,0.005,0.500
5.420,0.003,0.000,0.000,0.138,0.001,2.024,2.023,10.234,0.005,0.500
5.423,17.675,-9.578,3.136,0.133,0.001,2.024,2.023,10.234,0.005,0.500
5.439,17.672,-9.578,3.136,0.184,0.001,2.024,2.023,10.234,0.005,0.500
5.439,0.007,0.000,0.000,0.198,0.001,2.024,2.023,10.234,0.005,0.500
5.457,17.668,-9.578,3.136,0.234,0.001,2.024,2.023,10.234,0.005,0.500
5.460,0.011,0.000,0.000,0.258,0.002,2.024,2.023,10.234,0.005,0.500
5.474,17.664,-9.578,3.136,0.285,0.001,2.024,2.023,10.234,0.005,0.500
5.480,0.017,0.000,0.000,0.318,0.002,2.024,2.023,10.234,0.005,0.500
5.491,17.658,-9.578,3.136,0.336,0.002,2.024,2.023,10.234,0.005,0.500
5.500,0.024,0.000,0.000,0.378,0.003,2.024,2.023,10.234,0.005,0.500
5.507,17.652,-9.578,3.137,0.388,0.002,2.023,2.023,10.213,0.005,0.500
5.520,0.032,0.000,0.000,0.438,0.003,2.023,2.023,10.213,0.005,0.500
5.525,17.645,-9.578,3.137,0.439,0.002,2.023,2.023,10.213,0.005,0.500
5.540,0.042,0.000,0.000,0.498,0.004,2.023,2.023,10.213,0.005,0.500
5.542,17.636,-9.578,3.137,0.489,0.002,2.023,2.023,10.213,0.005,0.500
5.559,17.628,-9.578,3.137,0.499,0.002,2.023,2.023,10.213,0.005,0.500
5.560,0.052,0.000,0.000,0.500,0.004,2.023,2.023,10.213,0.005,0.500
5.576,17.619,-9.578,3.137,0.499,0.002,2.023,2.023,10.213,0.005,0.500
5.580,0.062,0.000,0.000,0.500,0.004,2.023,2.023,10.213,0.005,0.500
5.593,17.611,-9.578,3.137,0.499,0.002,2.023,2.023,10.213,0.005,0.500
5.600,0.072,0.000,0.001,0.500,0.004,2.023,2.023,10.213,0.005,0.500
5.610,17.603,-9.578,3.137,0.499,0.002,2.018,2.021,10.256,0.005,0.500
5.619,0.082,0.000,0.001,0.500,0.004,2.018,2.021,10.256,0.005,0.500
5.627,17.594,-9.578,3.137,0.499,0.002,2.018,2.021,10.256,0.005,0.500
5.640,0.092,0.000,0.001,0.500,0.004,2.018,2.021,10.256,0.005,0.500
5.644,17.586,-9.578,3.137,0.499,0.002,2.018,2.021,10.256,0.005,0.500
5.660,0.102,0.000,0.001,0.500,0.004,2.018,2.021,10.256,0.005,0.500
5.660,17.577,-9.578,3.137,0.499,0.002,2.018,2.021,10.256,0.005,0.500
5.678,17.569,-9.578,3.137,0.499,0.002,2.018,2.021,10.256,0.005,0.500
5.685,0.112,0.000,0.001,0.500,0.004,2.018,2.021,10.256,0.005,0.500
5.700,17.560,-9.578,3.137,0.499,0.002,2.018,2.021,10.256,0.005,0.500
5.700,0.122,0.000,0.001,0.500,0.004,2.018,2.021,10.256,0.005,0.500
5.712,17.552,-9.578,3.137,0.499,0.002,2.021,2.024,10.215,0.005,0.500
5.720,0.132,0.000,0.001,0.500,0.004,2.021,2.024,10.215,0.005,0.500
5.729,17.543,-9.578,3.137,0.499,0.002,2.021,2.024,10.215,0.005,0.500
5.740,0.142,0.000,0.001,0.500,0.004,2.021,2.024,10.215,0.005,0.500
5.746,17.535,-9.578,3.137,0.499,0.002,2.021,2.024,10.215,0.005,0.500
5.760,0.152,0.000,0.001,0.500,0.004,2.021,2.024,10.215,0.005,0.500
5.763,17.526,-9.578,3.137,0.499,0.002,2.021,2.024,10.215,0.005,0.500
5.780,0.162,0.000,0.001,0.500,0.004,2.021,2.024,10.215,0.005,0.500
5.780,17.518,-9.578,3.137,0.499,0.002,2.021,2.024,10.215,0.005,0.500
5.797,17.509,-9.578,3.137,0.499,0.002,2.021,2.024,10.215,0.005,0.500
5.800,0.172,0.000,0.001,0.500,0.004,2.021,2.024,10.215,0.005,0.500
5.814,17.501,-9.578,3.137,0.499,0.002,2.024,2.025,10.169,0.005,0.500
5.820,0.182,0.000,0.001,0.500,0.004,2.024,2.025,10.169,0.005,0.500
5.831,17.492,-9.578,3.137,0.499,0.002,2.024,2.025,10.169,0.005,0.500
5.840,0.192,0.000,0.002,0.500,0.004,2.024,2.025,10.169,0.005,0.500
5.848,17.484,-9.578,3.137,0.499,0.002,2.024,2.025,10.169,0.005,0.500
5.860,0.202,0.000,0.002,0.500,0.004,2.024,2.025,10.169,0.005,0.500
5.865,17.475,-9.578,3.137,0.499,0.002,2.024,2.025,10.169,0.005,0.500
5.880,0.212,0.000,0.002,0.500,0.004,2.024,2.025,10.169,0.005,0.500
5.882,17.467,-9.578,3.137,0.499,0.002,2.024,2.025,10.169,0.005,0.500
5.898,17.458,-9.578,3.137,0.499,0.002,2.024,2.025,10.169,0.005,0.500
5.902,0.222,0.000,0.002,0.500,0.004,2.024,2.025,10.169,0.005,0.500
5.916,17.450,-9.578,3.137,0.499,0.002,2.024,2.025,10.125,0.005,0.500
5.920,0.232,0.000,0.002,0.500,0.004,2.024,2.025,10.125,0.005,0.500
5.935,17.441,-9.578,3.138,0.499,0.002,2.024,2.025,10.125,0.005,0.500
5.940,0.242,0.000,0.002,0.500,0.004,2.024,2.025,10.125,0.005,0.500
5.949,17.433,-9.578,3.138,0.499,0.002,2.024,2.025,10.125,0.005,0.500
5.960,0.252,0.000,0.002,0.500,0.004,2.024,2.025,10.125,0.005,0.500
5.965,17.424,-9.578,3.138,0.499,0.002,2.024,2.025,10.125,0.005,0.500
5.980,0.262,0.000,0.002,0.500,0.004,2.024,2.025,10.125,0.005,0.500
5.984,17.416,-9.578,3.138,0.499,0.002,2.024,2.025,10.125,0.005,0.500
6.000,0.272,0.000,0.002,0.500,0.004,2.024,2.025,10.125,0.005,0.500
6.001,17.407,-9.578,3.138,0.499,0.002,2.024,2.025,10.125,0.005,0.500
6.018,17.399,-9.578,3.138,0.499,0.002,2.020,2.024,10.086,0.005,0.500
6.020,0.282,0.000,0.002,0.500,0.004,2.020,2.024,10.086,0.005,0.500
6.036,17.390,-9.578,3.138,0.499,0.002,2.020,2.024,10.086,0.005,0.500
6.040,0.292,0.000,0.002,0.500,0.004,2.020,2.024,10.086,0.005,0.500
6.052,17.382,-9.578,3.138,0.499,0.002,2.020,2.024,10.086,0.005,0.500
6.060,0.302,0.000,0.002,0.500,0.004,2.020,2.024,10.086,0.005,0.500
6.069,17.373,-9.578,3.138,0.499,0.002,2.020,2.024,10.086,0.005,0.500
6.084,0.312,0.000,0.003,0.500,0.004,2.020,2.024,10.086,0.005,0.500
6.086,17.365,-9.578,3.138,0.499,0.002,2.020,2.024,10.086,0.005,0.500
6.100,0.322,0.000,0.003,0.500,0.004,2.020,2.024,10.086,0.005,0.500
6.103,17.356,-9.578,3.138,0.499,0.002,2.020,2.024,10.086,0.005,0.500
6.114,0.332,0.000,0.003,0.500,0.004,2.019,2.023,10.129,0.005,0.500
6.114,17.348,-9.578,3.138,0.499,0.002,2.019,2.023,10.129,0.005,0.500
6.136,17.339,-9.578,3.138,0.499,0.002,2.019,2.023,10.129,0.005,0.500
6.141,0.342,0.000,0.003,0.500,0.004,2.019,2.023,10.129,0.005,0.500
6.154,17.331,-9.578,3.138,0.499,0.002,2.019,2.023,10.129,0.005,0.500
6.160,0.352,0.000,0.003,0.500,0.004,2.019,2.023,10.129,0.005,0.500
6.171,17.322,-9.578,3.138,0.499,0.002,2.019,2.023,10.129,0.005,0.500
6.181,0.362,0.001,0.003,0.500,0.004,2.019,2.023,10.129,0.005,0.500
6.188,17.314,-9.578,3.138,0.499,0.002,2.019,2.023,10.129,0.005,0.500
6.200,0.372,0.001,0.003,0.500,0.004,2.019,2.023,10.129,0.005,0.500
6.206,17.306,-9.578,3.138,0.499,0.002,2.019,2.027,10.088,0.005,0.500
6.220,0.382,0.001,0.003,0.500,0.004,2.019,2.027,10.088,0.005,0.500
6.222,17.297,-9.578,3.138,0.499,0.002,2.019,2.027,10.088,0.005,0.500
6.241,17.289,-9.578,3.138,0.499,0.002,2.019,2.027,10.088,0.005,0.500
6.241,0.392,0.001,0.003,0.500,0.004,2.019,2.027,10.088,0.005,0.500
6.256,17.280,-9.578,3.138,0.499,0.002,2.019,2.027,10.088,0.005,0.500
6.260,0.402,0.001,0.003,0.500,0.004,2.019,2.027,10.088,0.005,0.500
6.273,17.272,-9.578,3.138,0.499,0.002,2.019,2.027,10.088,0.005,0.500
6.280,0.412,0.001,0.003,0.500,0.004,2.019,2.027,10.088,0.005,0.500
6.290,17.263,-9.578,3.138,0.499,0.003,2.019,2.027,10.088,0.005,0.500
6.300,0.422,0.001,0.004,0.500,0.005,2.019,2.027,10.088,0.005,0.500
6.312,17.255,-9.578,3.138,0.499,0.003,2.022,2.023,10.044,0.005,0.500
6.320,0.432,0.001,0.004,0.500,0.005,2.022,2.023,10.044,0.005,0.500
6.324,17.246,-9.578,3.139,0.499,0.003,2.022,2.023,10.044,0.005,0.500
6.339,0.442,0.001,0.004,0.500,0.005,2.022,2.023,10.044,0.005,0.500
6.341,17.238,-9.578,3.139,0.499,0.003,2.022,2.023,10.044,0.005,0.500
6.358,17.229,-9.577,3.139,0.499,0.003,2.022,2.023,10.044,0.005,0.500
6.360,0.452,0.001,0.004,0.500,0.005,2.022,2.023,10.044,0.005,0.500
6.375,17.221,-9.577,3.139,0.499,0.003,2.022,2.023,10.044,0.005,0.500
6.380,0.462,0.001,0.004,0.500,0.005,2.022,2.023,10.044,0.005,0.500
6.392,17.212,-9.577,3.139,0.499,0.003,2.022,2.023,10.044,0.005,0.500
6.400,0.472,0.001,0.004,0.500,0.005,2.022,2.023,10.044,0.005,0.500
6.409,17.204,-9.577,3.139,0.499,0.003,2.021,2.026,10.003,0.005,0.500
6.420,0.482,0.001,0.004,0.500,0.005,2.021,2.026,10.003,0.005,0.500
6.426,17.195,-9.577,3.139,0.499,0.003,2.021,2.026,10.003,0.005,0.500
6.443,0.492,0.001,0.004,0.500,0.005,2.021,2.026,10.003,0.005,0.500
6.443,17.187,-9.577,3.139,0.499,0.003,2.021,2.026,10.003,0.005,0.500
6.460,0.502,0.001,0.004,0.500,0.005,2.021,2.026,10.003,0.005,0.500
6.460,17.178,-9.577,3.139,0.499,0.003,2.021,2.026,10.003,0.005,0.500
6.477,17.170,-9.577,3.139,0.499,0.003,2.021,2.026,10.003,0.005,0.500
6.480,0.512,0.001,0.004,0.500,0.005,2.021,2.026,10.003,0.005,0.500
6.494,17.161,-9.577,3.139,0.499,0.003,2.021,2.026,10.003,0.005,0.500
6.500,0.522,0.001,0.004,0.500,0.005,2.021,2.026,10.003,0.005,0.500
6.511,17.153,-9.577,3.139,0.499,0.003,2.022,2.025,9.957,0.005,0.500
6.520,0.532,0.001,0.005,0.500,0.005,2.022,2.025,9.957,0.005,0.500
6.528,17.144,-9.577,3.139,0.499,0.003,2.022,2.025,9.957,0.005,0.500
6.540,0.542,0.001,0.005,0.500,0.005,2.022,2.025,9.957,0.005,0.500
6.545,17.136,-9.577,3.139,0.499,0.003,2.022,2.025,9.957,0.005,0.500
6.560,0.552,0.001,0.005,0.500,0.005,2.022,2.025,9.957,0.005,0.500
6.562,17.127,-9.577,3.139,0.499,0.003,2.022,2.025,9.957,0.005,0.500
6.579,17.119,-9.577,3.139,0.499,0.003,2.022,2.025,9.957,0.005,0.500
6.579,0.562,0.001,0.005,0.500,0.005,2.022,2.025,9.957,0.005,0.500
6.596,17.110,-9.577,3.139,0.499,0.003,2.022,2.025,9.957,0.005,0.500
6.600,0.572,0.001,0.005,0.500,0.005,2.022,2.025,9.957,0.005,0.500
6.613,17.102,-9.577,3.139,0.499,0.003,2.022,2.025,9.957,0.005,0.500
6.620,0.582,0.001,0.005,0.500,0.005,2.022,2.025,9.957,0.005,0.500
6.630,17.093,-9.577,3.139,0.499,0.003,2.022,2.025,9.957,0.005,0.500
6.640,0.592,0.001,0.005,0.500,0.005,2.020,2.029,9.918,0.005,0.500
6.647,17.085,-9.577,3.139,0.499,0.003,2.020,2.029,9.918,0.005,0.500
6.659,0.602,0.002,0.005,0.500,0.005,2.020,2.029,9.918,0.005,0.500
6.667,17.076,-9.577,3.139,0.499,0.003,2.020,2.029,9.918,0.005,0.500
6.680,0.612,0.002,0.005,0.500,0.005,2.020,2.029,9.918,0.005,0.500
6.681,17.068,-9.577,3.139,0.499,0.003,2.020,2.029,9.918,0.005,0.500
6.698,17.059,-9.577,3.139,0.499,0.003,2.020,2.029,9.918,0.005,0.500
6.700,0.622,0.002,0.005,0.500,0.005,2.020,2.029,9.918,0.005,0.500
6.715,17.051,-9.577,3.139,0.499,0.003,2.020,2.029,9.918,0.005,0.500
6.720,0.632,0.002,0.005,0.500,0.005,2.020,2.029,9.918,0.005,0.500
6.732,17.042,-9.577,3.140,0.499,0.003,2.020,2.029,9.918,0.005,0.500
6.740,0.642,0.002,0.006,0.500,0.005,2.019,2.025,9.872,0.005,0.500
6.748,17.034,-9.577,3.140,0.499,0.003,2.019,2.025,9.872,0.005,0.500
6.758,0.652,0.002,0.006,0.500,0.005,2.019,2.025,9.872,0.005,0.500
6.766,17.025,-9.577,3.140,0.499,0.003,2.019,2.025,9.872,0.005,0.500
6.780,0.662,0.002,0.006,0.500,0.005,2.019,2.025,9.872,0.005,0.500
6.783,17.017,-9.577,3.140,0.499,0.003,2.019,2.025,9.872,0.005,0.500
6.800,0.672,0.002,0.006,0.500,0.005,2.019,2.025,9.872,0.005,0.500
6.800,17.008,-9.577,3.140,0.499,0.003,2.019,2.025,9.872,0.005,0.500
6.817,17.000,-9.577,3.140,0.499,0.003,2.017,2.028,9.832,0.005,0.500
6.820,0.682,0.002,0.006,0.500,0.005,2.017,2.028,9.832,0.005,0.500
6.833,16.992,-9.578,3.140,0.499,0.003,2.017,2.028,9.832,0.005,0.500
6.840,0.692,0.002,0.006,0.500,0.005,2.017,2.028,9.832,0.005,0.500
6.851,16.983,-9.578,3.140,0.499,0.003,2.017,2.028,9.832,0.005,0.500
6.860,0.702,0.002,0.006,0.500,0.005,2.017,2.028,9.832,0.005,0.500
6.868,16.975,-9.578,3.140,0.499,0.003,2.017,2.028,9.832,0.005,0.500
6.886,0.712,0.002,0.006,0.500,0.005,2.017,2.028,9.832,0.005,0.500
6.886,16.966,-9.578,3.140,0.499,0.003,2.017,2.028,9.832,0.005,0.500
6.900,0.722,0.002,0.006,0.500,0.005,2.017,2.028,9.832,0.005,0.500
6.901,16.958,-9.578,3.140,0.499,0.003,2.017,2.028,9.832,0.005,0.500
6.919,16.949,-9.578,3.140,0.499,0.003,2.017,2.023,9.880,0.005,0.500
6.920,0.732,0.002,0.006,0.500,0.005,2.017,2.023,9.880,0.005,0.500
6.936,16.941,-9.578,3.140,0.499,0.003,2.017,2.023,9.880,0.005,0.500
6.940,0.742,0.002,0.007,0.500,0.005,2.017,2.023,9.880,0.005,0.500
6.953,16.932,-9.578,3.140,0.499,0.003,2.017,2.023,9.880,0.005,0.500
6.968,0.752,0.002,0.007,0.500,0.005,2.017,2.023,9.880,0.005,0.500
6.970,16.924,-9.578,3.140,0.499,0.003,2.017,2.023,9.880,0.005,0.500
6.980,0.762,0.002,0.007,0.500,0.005,2.017,2.023,9.880,0.005,0.500
6.989,16.915,-9.578,3.140,0.499,0.003,2.017,2.023,9.880,0.005,0.500
7.000,0.772,0.003,0.007,0.500,0.005,2.017,2.023,9.880,0.005,0.500
7.007,16.907,-9.578,3.140,0.499,0.003,2.017,2.023,9.880,0.005,0.500
7.021,0.782,0.003,0.007,0.500,0.005,2.021,2.028,9.836,0.005,0.500
7.021,16.898,-9.578,3.140,0.499,0.003,2.021,2.028,9.836,0.005,0.500
7.038,16.890,-9.578,3.140,0.499,0.003,2.021,2.028,9.836,0.005,0.500
7.040,0.792,0.003,0.007,0.500,0.005,2.021,2.028,9.836,0.005,0.500
7.055,16.881,-9.578,3.140,0.499,0.003,2.021,2.028,9.836,0.005,0.500
7.060,0.802,0.003,0.007,0.500,0.005,2.021,2.028,9.836,0.005,0.500
7.072,16.873,-9.578,3.140,0.499,0.003,2.021,2.028,9.836,0.005,0.500
7.082,0.812,0.003,0.007,0.500,0.005,2.021,2.028,9.836,0.005,0.500
7.089,16.864,-9.578,3.140,0.499,0.003,2.021,2.028,9.836,0.005,0.500
7.100,0.822,0.003,0.007,0.500,0.005,2.021,2.028,9.836,0.005,0.500
7.105,16.856,-9.578,3.140,0.499,0.003,2.023,2.029,9.793,0.005,0.500
7.120,0.832,0.003,0.007,0.500,0.005,2.023,2.029,9.793,0.005,0.500
7.123,16.847,-9.578,3.141,0.499,0.003,2.023,2.029,9.793,0.005,0.500
7.140,0.842,0.003,0.007,0.500,0.005,2.023,2.029,9.793,0.005,0.500
7.140,16.839,-9.578,3.141,0.499,0.003,2.023,2.029,9.793,0.005,0.500
7.157,16.830,-9.578,3.141,0.499,0.003,2.023,2.029,9.793,0.005,0.500
7.160,0.852,0.003,0.008,0.500,0.005,2.023,2.029,9.793,0.005,0.500
7.172,16.822,-9.578,3.141,0.499,0.003,2.023,2.029,9.793,0.005,0.500
7.180,0.862,0.003,0.008,0.500,0.005,2.023,2.029,9.793,0.005,0.500
7.190,16.813,-9.578,3.141,0.499,0.003,2.023,2.029,9.793,0.005,0.500
7.200,0.872,0.003,0.008,0.500,0.005,2.023,2.029,9.793,0.005,0.500
7.200,16.805,-9.578,3.141,0.499,0.003,2.015,2.029,9.750,0.005,0.500
7.220,0.882,0.003,0.008,0.500,0.005,2.015,2.029,9.750,0.005,0.500
7.225,16.796,-9.578,3.141,0.499,0.003,2.015,2.029,9.750,0.005,0.500
7.240,0.892,0.003,0.008,0.500,0.005,2.015,2.029,9.750,0.005,0.500
7.242,16.788,-9.578,3.141,0.499,0.003,2.015,2.029,9.750,0.005,0.500
7.259,16.779,-9.578,3.141,0.499,0.003,2.015,2.029,9.750,0.005,0.500
7.260,0.902,0.003,0.008,0.500,0.005,2.015,2.029,9.750,0.005,0.500
7.274,16.771,-9.578,3.141,0.499,0.003,2.015,2.029,9.750,0.005,0.500
7.280,0.912,0.004,0.008,0.500,0.005,2.015,2.029,9.750,0.005,0.500
7.293,16.762,-9.578,3.141,0.499,0.003,2.015,2.029,9.750,0.005,0.500
7.300,0.922,0.004,0.008,0.500,0.005,2.015,2.029,9.750,0.005,0.500
7.309,16.754,-9.578,3.141,0.499,0.003,2.016,2.030,9.705,0.005,0.500
7.320,0.932,0.004,0.008,0.500,0.005,2.016,2.030,9.705,0.005,0.500
7.327,16.745,-9.578,3.141,0.499,0.003,2.016,2.030,9.705,0.005,0.500
7.342,0.942,0.004,0.008,0.500,0.005,2.016,2.030,9.705,0.005,0.500
7.343,16.737,-9.578,3.141,0.499,0.003,2.016,2.030,9.705,0.005,0.500
7.360,0.952,0.004,0.009,0.500,0.005,2.016,2.030,9.705,0.005,0.500
7.361,16.728,-9.578,3.141,0.499,0.003,2.016,2.030,9.705,0.005,0.500
7.378,16.720,-9.578,3.141,0.499,0.003,2.016,2.030,9.705,0.005,0.500
7.380,0.962,0.004,0.009,0.500,0.005,2.016,2.030,9.705,0.005,0.500
7.393,16.711,-9.578,3.141,0.499,0.003,2.016,2.030,9.705,0.005,0.500
7.398,0.972,0.004,0.009,0.500,0.005,2.016,2.030,9.705,0.005,0.500
7.412,16.703,-9.578,3.141,0.499,0.003,2.017,2.032,9.665,0.005,0.500
7.420,0.982,0.004,0.009,0.500,0.005,2.017,2.032,9.665,0.005,0.500
7.428,16.694,-9.578,3.141,0.499,0.003,2.017,2.032,9.665,0.005,0.500
7.440,0.992,0.004,0.009,0.500,0.005,2.017,2.032,9.665,0.005,0.500
7.446,16.686,-9.578,3.141,0.499,0.003,2.017,2.032,9.665,0.005,0.500
7.459,1.002,0.004,0.009,0.500,0.005,2.017,2.032,9.665,0.005,0.500
7.463,16.678,-9.578,3.141,0.499,0.003,2.017,2.032,9.665,0.005,0.500
7.479,1.012,0.004,0.009,0.500,0.005,2.017,2.032,9.665,0.005,0.500
7.480,16.669,-9.578,3.141,0.499,0.003,2.017,2.032,9.665,0.005,0.500
7.497,16.661,-9.578,3.142,0.499,0.003,2.017,2.032,9.665,0.005,0.500
7.500,1.022,0.005,0.009,0.500,0.005,2.017,2.032,9.665,0.005,0.500
7.514,16.652,-9.578,3.142,0.499,0.003,2.013,2.031,9.618,0.005,0.500
7.523,1.032,0.005,0.009,0.500,0.005,2.013,2.031,9.618,0.005,0.500
7.531,16.644,-9.578,-3.142,0.499,0.003,2.013,2.031,9.618,0.005,0.500
7.539,1.042,0.005,0.009,0.500,0.005,2.013,2.031,9.618,0.005,0.500
7.539,16.635,-9.578,-3.142,0.499,0.003,2.013,2.031,9.618,0.005,0.500
7.560,1.052,0.005,0.009,0.500,0.005,2.013,2.031,9.618,0.005,0.500
7.565,16.627,-9.578,-3.142,0.499,0.003,2.013,2.031,9.618,0.005,0.500
7.580,1.062,0.005,0.010,0.500,0.005,2.013,2.031,9.618,0.005,0.500
7.583,16.618,-9.578,-3.141,0.499,0.003,2.013,2.031,9.618,0.005,0.500
7.599,16.610,-9.578,-3.141,0.499,0.003,2.013,2.031,9.618,0.005,0.500
7.600,1.072,0.005,0.010,0.500,0.005,2.013,2.031,9.618,0.005,0.500
7.618,16.601,-9.578,-3.141,0.499,0.003,2.016,2.029,9.673,0.005,0.500
7.619,1.082,0.005,0.010,0.500,0.005,2.016,2.029,9.673,0.005,0.500
7.635,16.593,-9.578,-3.141,0.499,0.003,2.016,2.029,9.673,0.005,0.500
7.640,1.092,0.005,0.010,0.500,0.005,2.016,2.029,9.673,0.005,0.500
7.650,16.584,-9.578,-3.141,0.499,0.003,2.016,2.029,9.673,0.005,0.500
7.661,1.102,0.005,0.010,0.500,0.005,2.016,2.029,9.673,0.005,0.500
7.679,16.576,-9.578,-3.141,0.499,0.003,2.016,2.029,9.673,0.005,0.500
7.680,1.112,0.005,0.010,0.500,0.005,2.016,2.029,9.673,0.005,0.500
7.684,16.567,-9.578,-3.141,0.499,0.003,2.016,2.029,9.673,0.005,0.500
7.700,1.122,0.005,0.010,0.500,0.005,2.016,2.029,9.673,0.005,0.500
7.700,16.559,-9.578,-3.141,0.499,0.003,2.016,2.029,9.673,0.005,0.500
7.718,16.550,-9.578,-3.141,0.499,0.003,2.012,2.030,9.631,0.005,0.500
7.720,1.132,0.006,0.010,0.500,0.005,2.012,2.030,9.631,0.005,0.500
7.737,16.542,-9.578,-3.141,0.499,0.003,2.012,2.030,9.631,0.005,0.500
7.741,1.142,0.006,0.010,0.500,0.005,2.012,2.030,9.631,0.005,0.500
7.752,16.533,-9.578,-3.141,0.499,0.003,2.012,2.030,9.631,0.005,0.500
7.760,1.152,0.006,0.010,0.500,0.005,2.012,2.030,9.631,0.005,0.500
7.768,16.525,-9.578,-3.141,0.499,0.003,2.012,2.030,9.631,0.005,0.500
7.780,1.162,0.006,0.011,0.500,0.005,2.012,2.030,9.631,0.005,0.500
7.780,16.516,-9.578,-3.141,0.499,0.003,2.012,2.030,9.631,0.005,0.500
7.800,1.172,0.006,0.011,0.500,0.005,2.012,2.030,9.631,0.005,0.500
7.803,16.508,-9.578,-3.141,0.499,0.003,2.012,2.030,9.631,0.005,0.500
7.820,1.182,0.006,0.011,0.500,0.005,2.014,2.033,9.586,0.005,0.500
7.820,16.499,-9.578,-3.141,0.499,0.003,2.014,2.033,9.586,0.005,0.500
7.837,16.491,-9.578,-3.141,0.499,0.003,2.014,2.033,9.586,0.005,0.500
7.840,1.192,0.006,0.011,0.500,0.005,2.014,2.033,9.586,0.005,0.500
7.854,16.482,-9.579,-3.141,0.499,0.003,2.014,2.033,9.586,0.005,0.500
7.860,1.202,0.006,0.011,0.500,0.005,2.014,2.033,9.586,0.005,0.500
7.871,16.474,-9.579,-3.141,0.499,0.003,2.014,2.033,9.586,0.005,0.500
7.880,1.212,0.006,0.011,0.500,0.005,2.014,2.033,9.586,0.005,0.500
7.888,16.465,-9.579,-3.141,0.499,0.003,2.014,2.033,9.586,0.005,0.500
7.900,1.222,0.007,0.011,0.500,0.005,2.014,2.033,9.586,0.005,0.500
7.906,16.457,-9.579,-3.141,0.499,0.003,2.014,2.034,9.539,0.005,0.500
7.921,1.232,0.007,0.011,0.500,0.005,2.014,2.034,9.539,0.005,0.500
7.923,16.448,-9.579,-3.141,0.499,0.003,2.014,2.034,9.539,0.005,0.500
7.940,16.440,-9.579,-3.141,0.499,0.003,2.014,2.034,9.539,0.005,0.500
7.940,1.242,0.007,0.011,0.500,0.005,2.014,2.034,9.539,0.005,0.500
7.956,16.431,-9.579,-3.140,0.499,0.003,2.014,2.034,9.539,0.005,0.500
7.960,1.252,0.007,0.011,0.500,0.005,2.014,2.034,9.539,0.005,0.500
7.973,16.423,-9.579,-3.140,0.499,0.003,2.014,2.034,9.539,0.005,0.500
7.984,1.262,0.007,0.012,0.500,0.005,2.014,2.034,9.539,0.005,0.500
7.990,16.414,-9.579,-3.140,0.499,0.003,2.014,2.034,9.539,0.005,0.500
8.000,1.272,0.007,0.012,0.500,0.005,2.014,2.034,9.539,0.005,0.500
8.007,16.406,-9.579,-3.140,0.499,0.003,2.013,2.035,9.501,0.005,0.500
8.019,1.282,0.007,0.012,0.500,0.005,2.013,2.035,9.501,0.005,0.500
8.026,16.397,-9.579,-3.140,0.499,0.003,2.013,2.035,9.501,0.005,0.500
8.038,1.292,0.007,0.012,0.500,0.005,2.013,2.035,9.501,0.005,0.500
8.041,16.389,-9.579,-3.140,0.499,0.003,2.013,2.035,9.501,0.005,0.500
8.058,16.381,-9.579,-3.140,0.499,0.003,2.013,2.035,9.501,0.005,0.500
8.060,1.302,0.007,0.012,0.500,0.005,2.013,2.035,9.501,0.005,0.500
8.085,16.372,-9.579,-3.140,0.499,0.003,2.013,2.035,9.501,0.005,0.500
8.085,1.312,0.008,0.012,0.500,0.005,2.013,2.035,9.501,0.005,0.500
8.092,16.364,-9.579,-3.140,0.499,0.003,2.013,2.035,9.501,0.005,0.500
8.100,1.322,0.008,0.012,0.500,0.005,2.013,2.035,9.501,0.005,0.500
8.105,16.355,-9.579,-3.140,0.499,0.003,2.009,2.034,9.454,0.005,0.500
8.120,1.332,0.008,0.012,0.500,0.005,2.009,2.034,9.454,0.005,0.500
8.126,16.347,-9.579,-3.140,0.499,0.003,2.009,2.034,9.454,0.005,0.500
8.140,1.342,0.008,0.012,0.500,0.005,2.009,2.034,9.454,0.005,0.500
